id,label,weight,n_classes,n_labels,length,allow_unlabeled,sparse,return_indicator,return_distributions,random_state
288,5,100,5,2,50, True, True, 'dense', False, 'int'
289,5,100,5,2,50, True, True, 'dense', False, 'int'
290,5,100,5,2,50, True, True, 'dense', False, 'int'
291,5,100,5,2,50, True, True, 'dense', False, 'int'
292,5,100,5,2,50, True, True, 'dense', False, 'int'
293,5,100,5,2,50, True, True, 'dense', False, 'int'
294,5,100,5,2,50, True, True, 'dense', False, 'int'
295,5,100,5,2,50, True, True, 'dense', False, 'int'
296,5,100,5,2,50, True, True, 'dense', False, 'int'
297,5,100,5,2,50, True, True, 'dense', False, 'int'
298,5,100,5,2,50, True, True, 'dense', False, 'int'
299,5,100,5,2,50, True, True, 'dense', False, 'int'
300,5,100,5,2,50, True, True, 'dense', False, 'int'
301,5,100,5,2,50, True, True, 'dense', False, 'int'
302,5,100,5,2,50, True, True, 'dense', False, 'int'
303,5,100,5,2,50, True, True, 'dense', False, 'int'
304,5,100,5,2,50, True, True, 'dense', False, 'int'
305,2,100,0,5,50, True, True, 'False', False, 'None'
306,2,100,0,5,50, True, True, 'False', False, 'None'
307,2,100,0,5,50, True, True, 'False', False, 'None'
308,2,100,0,5,50, True, True, 'False', False, 'None'
309,2,100,0,5,50, True, True, 'False', False, 'None'
310,2,100,0,5,50, True, True, 'False', False, 'None'
311,2,100,0,5,50, True, True, 'False', False, 'None'
312,2,100,0,5,50, True, True, 'False', False, 'None'
313,2,100,0,5,50, True, True, 'False', False, 'None'
314,2,100,0,5,50, True, True, 'False', False, 'None'
315,2,100,0,5,50, True, True, 'False', False, 'None'
316,2,100,0,5,50, True, True, 'False', False, 'None'
317,2,100,0,5,50, True, True, 'False', False, 'None'
318,2,100,0,5,50, True, True, 'False', False, 'None'
319,2,100,0,5,50, True, True, 'False', False, 'None'
320,2,100,0,5,50, True, True, 'False', False, 'None'
321,2,100,0,5,50, True, True, 'False', False, 'None'
322,2,100,0,5,50, True, True, 'False', False, 'None'
323,2,100,0,5,50, True, True, 'False', False, 'None'
324,7,100,5,5,50, False, True, 'dense', False, 'None'
325,7,100,5,5,50, False, True, 'dense', False, 'None'
326,7,100,5,5,50, False, True, 'dense', False, 'None'
327,7,100,5,5,50, False, True, 'dense', False, 'None'
328,7,100,5,5,50, False, True, 'dense', False, 'None'
329,7,100,5,5,50, False, True, 'dense', False, 'None'
330,7,100,5,5,50, False, True, 'dense', False, 'None'
331,7,100,5,5,50, False, True, 'dense', False, 'None'
332,7,100,5,5,50, False, True, 'dense', False, 'None'
333,7,100,5,5,50, False, True, 'dense', False, 'None'
334,7,100,5,5,50, False, True, 'dense', False, 'None'
335,7,100,5,5,50, False, True, 'dense', False, 'None'
336,7,100,5,5,50, False, True, 'dense', False, 'None'
337,7,100,5,5,50, False, True, 'dense', False, 'None'
338,7,100,5,5,50, False, True, 'dense', False, 'None'
339,7,100,5,5,50, False, True, 'dense', False, 'None'
340,7,100,5,5,50, False, True, 'dense', False, 'None'
341,7,100,5,5,50, False, True, 'dense', False, 'None'
342,7,100,5,5,50, False, True, 'dense', False, 'None'
343,5,100,5,2,50, True, True, 'dense', False, 'None'
344,5,100,5,2,50, True, True, 'dense', False, 'None'
345,5,100,5,2,50, True, True, 'dense', False, 'None'
346,5,100,5,2,50, True, True, 'dense', False, 'None'
347,5,100,5,2,50, True, True, 'dense', False, 'None'
348,5,100,5,2,50, True, True, 'dense', False, 'None'
349,5,100,5,2,50, True, True, 'dense', False, 'None'
350,5,100,5,2,50, True, True, 'dense', False, 'None'
351,5,100,5,2,50, True, True, 'dense', False, 'None'
352,5,100,5,2,50, True, True, 'dense', False, 'None'
