size,time,label,result
2101,2012,3,TRUE
2201,2096,3,TRUE
2301,2110,3,TRUE
2401,2160,3,TRUE
2501,2225,3,TRUE
2601,2254,3,TRUE
2701,2296,3,TRUE
2801,2377,3,TRUE
2901,2400,3,TRUE
3001,2438,3,TRUE
3101,2525,3,TRUE
3201,2530,3,TRUE
3301,2592,3,TRUE
3401,2663,3,TRUE
3501,2679,3,TRUE
3601,2727,3,TRUE
3701,2810,3,TRUE
3801,2831,3,TRUE
3901,2872,3,TRUE
4001,2960,3,TRUE
4101,2974,3,TRUE
4201,3002,3,TRUE
4301,3098,3,TRUE
4401,3126,3,TRUE
4501,3190,3,TRUE
4601,3249,3,TRUE
4701,3270,3,TRUE
4801,3293,3,TRUE
4901,3380,3,TRUE
5001,3400,3,TRUE
5101,3433,3,TRUE
5201,3524,3,TRUE
5301,3552,3,TRUE
5401,3577,3,TRUE
5501,3674,3,TRUE
5601,3690,3,TRUE
5701,3727,3,TRUE
5801,3805,3,TRUE
5901,3827,3,TRUE
6001,3899,3,TRUE
6101,3948,3,TRUE
6201,3994,3,TRUE
6301,4006,3,TRUE
6401,4113,3,TRUE
6501,4121,3,TRUE
6601,4156,3,TRUE
6701,4249,3,TRUE
6801,4287,3,TRUE
6901,4295,3,TRUE
7001,4384,3,TRUE
7101,4401,3,TRUE
7201,4445,3,TRUE
7301,4523,3,TRUE
7401,4566,3,TRUE
7501,4584,3,TRUE
7601,4726,3,TRUE
7701,4726,3,TRUE
7801,4748,3,TRUE
7901,4807,3,TRUE
8001,4831,3,TRUE
8101,4872,3,TRUE
8201,4963,3,TRUE
8301,4977,3,TRUE
8401,5019,3,TRUE
8501,5104,3,TRUE
8601,5149,3,TRUE
8701,5190,3,TRUE
8801,5248,3,TRUE
8901,5259,3,TRUE
9001,5298,3,TRUE
9101,5397,3,TRUE
9201,5408,3,TRUE
9301,5489,3,TRUE
9401,5583,3,TRUE
9501,5562,3,TRUE
9601,5604,3,TRUE
9701,5711,3,TRUE
9801,5698,3,TRUE
9901,5773,3,TRUE
10000,5833,3,TRUE
1,1490,4,TRUE
101,52779,4,TRUE
201,104857,4,TRUE
301,156515,4,TRUE
401,207367,4,TRUE
501,259315,4,TRUE
601,310482,4,TRUE
701,361497,4,TRUE
801,413666,4,TRUE
901,465686,4,TRUE
1001,517252,4,TRUE
1101,568293,4,TRUE
1201,619818,4,TRUE
1301,671232,4,TRUE
1401,722732,4,TRUE
1501,775116,4,TRUE
1601,826189,4,TRUE
1701,878480,4,TRUE
1801,930586,4,TRUE
1901,980268,4,TRUE
2001,1032878,4,TRUE
2101,1084622,4,TRUE
2201,1135513,4,TRUE
2301,1186124,4,TRUE
2401,1239098,4,TRUE
2501,1288704,4,TRUE
2601,1339943,4,TRUE
2701,1394647,4,TRUE
2801,1452093,4,TRUE
2901,1494981,4,TRUE
3001,1546728,4,TRUE
3101,1597516,4,TRUE
3201,1647416,4,TRUE
3301,1703332,4,TRUE
3401,1756871,4,TRUE
3501,1815652,4,TRUE
3601,1856505,4,TRUE
3701,1906603,4,TRUE
3801,1978340,4,TRUE
3901,2022873,4,TRUE
4001,2063441,4,TRUE
4101,2121669,4,TRUE
4201,2169687,4,TRUE
4301,2225312,4,TRUE
4401,2272880,4,TRUE
4501,2348192,4,TRUE
4601,2390122,4,TRUE
4701,2441038,4,TRUE
4801,2511673,4,TRUE
4901,2544114,4,TRUE
5001,2596296,4,TRUE
5101,2652946,4,TRUE
5201,2700968,4,TRUE
5301,2756598,4,TRUE
5401,2808728,4,TRUE
5501,2860743,4,TRUE
5601,2915126,4,TRUE
5701,2959882,4,TRUE
5801,3011534,4,TRUE
5901,3062922,4,TRUE
6001,3118365,4,TRUE
6101,3173533,4,TRUE
6201,3220216,4,TRUE
6301,3271244,4,TRUE
6401,3322746,4,TRUE
6501,3376284,4,TRUE
6601,3433263,4,TRUE
6701,3482715,4,TRUE
6801,3529915,4,TRUE
6901,3589742,4,TRUE
7001,3633374,4,TRUE
7101,3690267,4,TRUE
7201,3743653,4,TRUE
7301,3788941,4,TRUE
7401,3840562,4,TRUE
7501,3890215,4,TRUE
7601,3940518,4,TRUE
7701,3994521,4,TRUE
7801,4052362,4,TRUE
7901,4105424,4,TRUE
8001,4149334,4,TRUE
8101,4204278,4,TRUE
8201,4251561,4,TRUE
8301,4302797,4,TRUE
8401,4362005,4,TRUE
8501,4406114,4,TRUE
8601,4459511,4,TRUE
8701,4520681,4,TRUE
8801,4564262,4,TRUE
8901,4633154,4,TRUE
9001,4667132,4,TRUE
9101,4715808,4,TRUE
9201,4772280,4,TRUE
9301,4822120,4,TRUE
9401,4871739,4,TRUE
9501,4932703,4,TRUE
9601,4983539,4,TRUE
9701,5028921,4,TRUE
9801,5080055,4,TRUE
9901,5131919,4,TRUE
10000,5193065,4,TRUE
1,1526,5,TRUE
101,52688,5,TRUE
201,104290,5,TRUE
301,155955,5,TRUE
401,208291,5,TRUE
501,259483,5,TRUE
601,311543,5,TRUE
701,361608,5,TRUE
801,413044,5,TRUE
901,464168,5,TRUE
1001,515970,5,TRUE
1101,568032,5,TRUE
1201,619714,5,TRUE
1301,671581,5,TRUE
1401,721338,5,TRUE
1501,773186,5,TRUE
1601,824479,5,TRUE
1701,877598,5,TRUE
1801,926873,5,TRUE
1901,980335,5,TRUE
2001,1031072,5,TRUE
2101,1082910,5,TRUE
2201,1132978,5,TRUE
2301,1186304,5,TRUE
2401,1241714,5,TRUE
2501,1289497,5,TRUE
2601,1338995,5,TRUE
2701,1389173,5,TRUE
2801,1442026,5,TRUE
2901,1496018,5,TRUE
3001,1553765,5,TRUE
3101,1599024,5,TRUE
3201,1647483,5,TRUE
3301,1699274,5,TRUE
3401,1752223,5,TRUE
3501,1814479,5,TRUE
3601,1856462,5,TRUE
3701,1909268,5,TRUE
3801,1961053,5,TRUE
3901,2028657,5,TRUE
4001,2070780,5,TRUE
4101,2117280,5,TRUE
4201,2175990,5,TRUE
4301,2226122,5,TRUE
4401,2274636,5,TRUE
4501,2323657,5,TRUE
4601,2396285,5,TRUE
4701,2444858,5,TRUE
4801,2495239,5,TRUE
4901,2548731,5,TRUE
5001,2599167,5,TRUE
5101,2650040,5,TRUE
5201,2705698,5,TRUE
5301,2757394,5,TRUE
5401,2805421,5,TRUE
5501,2861514,5,TRUE
5601,2908123,5,TRUE
5701,2960064,5,TRUE
5801,3016579,5,TRUE
5901,3063531,5,TRUE
6001,3117504,5,TRUE
6101,3167318,5,TRUE
6201,3219000,5,TRUE
6301,3271614,5,TRUE
6401,3333306,5,TRUE
6501,3380511,5,TRUE
6601,3428145,5,TRUE
6701,3483906,5,TRUE
6801,3530415,5,TRUE
6901,3587391,5,TRUE
7001,3637870,5,TRUE
7101,3685918,5,TRUE
7201,3736774,5,TRUE
7301,3788970,5,TRUE
7401,3844936,5,TRUE
