size,time,label,result
55000,278248,25,TRUE
60000,308082,25,TRUE
65000,327722,25,TRUE
70000,359853,25,TRUE
75000,381094,25,TRUE
80000,1262209,25,TRUE
85000,547039,25,TRUE
90000,453880,25,TRUE
95000,786513,25,TRUE
100000,556962,25,TRUE
10000,306747,26,TRUE
15000,454439,26,TRUE
20000,601348,26,TRUE
25000,746745,26,TRUE
30000,895542,26,TRUE
35000,1044836,26,TRUE
40000,1206325,26,TRUE
45000,1354234,26,TRUE
50000,1506218,26,TRUE
55000,1658276,26,TRUE
60000,1816852,26,TRUE
65000,1974420,26,TRUE
70000,2122597,26,TRUE
75000,2276573,26,TRUE
80000,2426641,26,TRUE
85000,2573686,26,TRUE
90000,2728311,26,TRUE
95000,2903604,26,TRUE
100000,3028387,26,TRUE
10000,64863,27,FALSE
15000,95604,27,FALSE
20000,128420,27,FALSE
25000,155500,27,FALSE
30000,199953,27,FALSE
35000,234790,27,FALSE
40000,248299,27,FALSE
45000,276600,27,FALSE
50000,307074,27,FALSE
55000,337329,27,FALSE
60000,532245,27,FALSE
65000,487171,27,FALSE
70000,444873,27,FALSE
75000,464977,27,FALSE
80000,490731,27,FALSE
85000,537846,27,FALSE
90000,560391,27,FALSE
95000,619045,27,FALSE
100000,606205,27,FALSE
10000,32199405,28,TRUE
15000,32199405,28,TRUE
20000,32199405,28,TRUE
25000,32199405,28,TRUE
30000,32199405,28,TRUE
35000,32199405,28,TRUE
40000,32199405,28,TRUE
45000,32199405,28,TRUE
50000,32199405,28,TRUE
55000,32199405,28,TRUE
60000,32199405,28,TRUE
65000,32199405,28,TRUE
70000,32199405,28,TRUE
75000,32199405,28,TRUE
80000,32199405,28,TRUE
85000,32199405,28,TRUE
90000,32199405,28,TRUE
95000,32199405,28,TRUE
100000,32199405,28,TRUE
10000,32183061,29,TRUE
15000,32183061,29,TRUE
20000,32183061,29,TRUE
25000,32183061,29,TRUE
30000,32183061,29,TRUE
35000,32183061,29,TRUE
40000,32183061,29,TRUE
45000,32183061,29,TRUE
50000,32183061,29,TRUE
55000,32183061,29,TRUE
60000,32183061,29,TRUE
65000,32183061,29,TRUE
70000,32183061,29,TRUE
75000,32183061,29,TRUE
80000,32183061,29,TRUE
85000,32183061,29,TRUE
90000,32183061,29,TRUE
95000,32183061,29,TRUE
100000,32183061,29,TRUE
10000,306021,30,FALSE
15000,453448,30,FALSE
20000,600419,30,FALSE
25000,744978,30,FALSE
30000,890717,30,FALSE
35000,1044398,30,FALSE
40000,1202192,30,FALSE
45000,1354708,30,FALSE
50000,1500792,30,FALSE
55000,1653505,30,FALSE
60000,1807434,30,FALSE
65000,1970358,30,FALSE
70000,2136463,30,FALSE
75000,2271962,30,FALSE
80000,2417557,30,FALSE
85000,2569155,30,FALSE
90000,2724338,30,FALSE
95000,2874587,30,FALSE
100000,3018056,30,FALSE
10000,31881543,31,TRUE
15000,31881543,31,TRUE
20000,31881543,31,TRUE
25000,31881543,31,TRUE
30000,31881543,31,TRUE
35000,31881543,31,TRUE
40000,31881543,31,TRUE
45000,31881543,31,TRUE
50000,31881543,31,TRUE
55000,31881543,31,TRUE
60000,31881543,31,TRUE
65000,31881543,31,TRUE
70000,31881543,31,TRUE
75000,31881543,31,TRUE
80000,31881543,31,TRUE
85000,31881543,31,TRUE
90000,31881543,31,TRUE
95000,31881543,31,TRUE
100000,31881543,31,TRUE
10000,187663,32,TRUE
15000,325080,32,TRUE
20000,341465,32,TRUE
25000,486752,32,TRUE
30000,671715,32,TRUE
35000,747541,32,TRUE
40000,1174265,32,TRUE
45000,812402,32,TRUE
50000,934513,32,TRUE
55000,1068133,32,TRUE
60000,4263570,32,TRUE
65000,2276990,32,TRUE
70000,3322049,32,TRUE
75000,1344582,32,TRUE
80000,1497402,32,TRUE
85000,3594515,32,TRUE
90000,2076512,32,TRUE
95000,2121948,32,TRUE
100000,1831870,32,TRUE
10000,32173355,33,TRUE
15000,32173355,33,TRUE
20000,32173355,33,TRUE
25000,32173355,33,TRUE
30000,32173355,33,TRUE
35000,32173355,33,TRUE
40000,32173355,33,TRUE
45000,32173355,33,TRUE
50000,32173355,33,TRUE
55000,32173355,33,TRUE
60000,32173355,33,TRUE
65000,32173355,33,TRUE
70000,32173355,33,TRUE
75000,32173355,33,TRUE
80000,32173355,33,TRUE
85000,32173355,33,TRUE
90000,32173355,33,TRUE
95000,32173355,33,TRUE
100000,32173355,33,TRUE
10000,100104,34,FALSE
15000,150503,34,FALSE
20000,200445,34,FALSE
25000,248437,34,FALSE
30000,318190,34,FALSE
35000,355474,34,FALSE
40000,403854,34,FALSE
45000,453271,34,FALSE
50000,501472,34,FALSE
55000,552319,34,FALSE
60000,609228,34,FALSE
65000,663167,34,FALSE
70000,710204,34,FALSE
75000,760985,34,FALSE
80000,812020,34,FALSE
85000,869169,34,FALSE
90000,920167,34,FALSE
95000,978212,34,FALSE
100000,1040051,34,FALSE
10000,85545,35,TRUE
15000,128936,35,TRUE
20000,168978,35,TRUE
25000,235016,35,TRUE
30000,267454,35,TRUE
35000,286307,35,TRUE
40000,904412,35,TRUE
45000,435908,35,TRUE
50000,402876,35,TRUE
55000,444486,35,TRUE
60000,1489666,35,TRUE
65000,528043,35,TRUE
70000,571547,35,TRUE
75000,629943,35,TRUE
80000,718279,35,TRUE
85000,700005,35,TRUE
90000,1284755,35,TRUE
95000,777778,35,TRUE
100000,1341094,35,TRUE
10000,32205005,36,TRUE
15000,32205005,36,TRUE
20000,32205005,36,TRUE
25000,32205005,36,TRUE
30000,32205005,36,TRUE
35000,32205005,36,TRUE
40000,32205005,36,TRUE
45000,32205005,36,TRUE
50000,32205005,36,TRUE
55000,32205005,36,TRUE
60000,32205005,36,TRUE
65000,32205005,36,TRUE
70000,32205005,36,TRUE
75000,32205005,36,TRUE
80000,32205005,36,TRUE
85000,32205005,36,TRUE
90000,32205005,36,TRUE
95000,32205005,36,TRUE
100000,32205005,36,TRUE
