id,samples,features,info,class,n_jobs,solver,penalty,dual,tol,C,fit_intercept,intercept_scale,iteration,mutli-class
3796,25000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3797,26000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3798,27000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3799,28000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3800,29000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3801,30000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3802,31000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3803,32000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3804,33000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3805,34000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3806,35000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3807,36000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3808,37000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3809,38000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3810,39000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3811,40000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3812,41000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3813,42000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3814,43000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3815,44000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3816,45000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3817,46000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3818,47000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3819,48000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3820,49000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3821,50000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3822,51000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3823,52000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3824,53000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3825,54000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3826,55000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3827,56000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3828,57000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3829,58000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3830,59000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3831,60000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3832,61000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3833,62000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3834,63000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3835,64000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3836,65000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3837,66000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3838,67000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3839,68000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3840,69000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3841,70000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3842,71000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3843,72000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3844,73000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3845,74000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3846,75000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3847,76000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3848,77000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3849,78000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3850,79000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3851,80000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3852,81000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3853,82000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3854,83000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3855,84000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3856,85000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3857,86000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3858,87000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3859,88000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3860,89000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3861,90000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3862,91000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3863,92000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3864,93000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3865,94000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3866,95000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3867,96000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3868,97000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3869,98000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3870,99000,50,2,2,1, 'saga', 'l1', False,0,0.01, True,1,100, 'multinomial'
3871,10000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3872,11000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3873,12000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3874,13000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3875,14000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3876,15000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3877,16000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3878,17000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3879,18000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3880,19000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3881,20000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3882,21000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3883,22000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3884,23000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3885,24000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3886,25000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3887,26000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3888,27000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3889,28000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3890,29000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3891,30000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3892,31000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3893,32000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3894,33000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3895,34000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3896,35000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3897,36000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3898,37000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3899,38000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3900,39000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3901,40000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3902,41000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3903,42000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3904,43000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3905,44000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3906,45000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3907,46000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3908,47000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3909,48000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3910,49000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3911,50000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3912,51000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3913,52000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3914,53000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3915,54000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3916,55000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3917,56000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3918,57000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3919,58000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3920,59000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3921,60000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3922,61000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3923,62000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3924,63000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3925,64000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3926,65000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3927,66000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3928,67000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3929,68000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3930,69000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3931,70000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3932,71000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3933,72000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3934,73000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3935,74000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3936,75000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3937,76000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3938,77000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3939,78000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3940,79000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3941,80000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3942,81000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3943,82000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3944,83000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3945,84000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3946,85000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3947,86000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3948,87000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3949,88000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3950,89000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3951,90000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3952,91000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3953,92000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3954,93000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3955,94000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3956,95000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3957,96000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3958,97000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3959,98000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3960,99000,20,2,2,1, 'lbfgs', 'l2', False,0.0001,10, False,1,100, 'ovr'
3961,10000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3962,11000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3963,12000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3964,13000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3965,14000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3966,15000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3967,16000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3968,17000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3969,18000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3970,19000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3971,20000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3972,21000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3973,22000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3974,23000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3975,24000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3976,25000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3977,26000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3978,27000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3979,28000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3980,29000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3981,30000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3982,31000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3983,32000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3984,33000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3985,34000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3986,35000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3987,36000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3988,37000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3989,38000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3990,39000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3991,40000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3992,41000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3993,42000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3994,43000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3995,44000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3996,45000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3997,46000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3998,47000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
3999,48000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4000,49000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4001,50000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4002,51000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4003,52000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4004,53000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4005,54000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4006,55000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4007,56000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4008,57000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4009,58000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4010,59000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4011,60000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4012,61000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4013,62000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4014,63000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4015,64000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4016,65000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4017,66000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4018,67000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4019,68000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4020,69000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4021,70000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4022,71000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4023,72000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4024,73000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4025,74000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4026,75000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4027,76000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4028,77000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4029,78000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4030,79000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4031,80000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4032,81000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4033,82000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4034,83000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4035,84000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4036,85000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4037,86000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4038,87000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4039,88000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4040,89000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4041,90000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4042,91000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4043,92000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4044,93000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4045,94000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4046,95000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4047,96000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4048,97000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4049,98000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4050,99000,50,2,2,6, 'saga', 'l2', False,0,0.01, False,1,100, 'ovr'
4051,10000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4052,11000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4053,12000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4054,13000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4055,14000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4056,15000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4057,16000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4058,17000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4059,18000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4060,19000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4061,20000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4062,21000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4063,22000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4064,23000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4065,24000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4066,25000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4067,26000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4068,27000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4069,28000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4070,29000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4071,30000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4072,31000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4073,32000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4074,33000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4075,34000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4076,35000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4077,36000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4078,37000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4079,38000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4080,39000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4081,40000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4082,41000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4083,42000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4084,43000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4085,44000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4086,45000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4087,46000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4088,47000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4089,48000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4090,49000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4091,50000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4092,51000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4093,52000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4094,53000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4095,54000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
4096,55000,50,2,2,1, 'saga', 'l2', False,0,10, True,1,100, 'multinomial'
