id,label,weight,info,class,solver,penalty,dual,tol,C,fit_intercept,intercept_scale,mutli-class
291,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
292,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
293,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
294,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
295,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
296,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
297,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
298,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
299,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
300,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
301,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
302,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
303,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
304,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
305,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
306,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
307,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
308,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
309,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
310,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
311,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
312,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
313,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
314,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
315,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
316,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
317,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
318,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
319,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
320,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
321,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
322,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
323,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
324,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
325,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
326,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
327,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
328,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
329,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
330,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
331,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
332,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
333,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
334,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
335,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
336,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
337,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
338,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
339,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
340,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
341,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
342,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
343,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
344,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
345,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
346,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
347,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
348,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
349,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
350,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
351,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
352,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
353,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
354,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
355,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
356,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
357,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
358,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
359,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
360,4,100,2,2, 'saga', 'l1', False,0,10, False,1, 'ovr'
361,1,100,2,2, 'newton-cg', 'l2', False,0.0001,6, False,1, 'multinomial'
362,1,100,2,2, 'newton-cg', 'l2', False,0.0001,6, False,1, 'multinomial'
363,1,100,2,2, 'newton-cg', 'l2', False,0.0001,6, False,1, 'multinomial'
364,1,100,2,2, 'newton-cg', 'l2', False,0.0001,6, False,1, 'multinomial'
