"x"
"1",2
"2",5
"3",4
"4",4
"5",1
"6",5
"7",2
"8",1
"9",4
"10",1
"11",1
"12",1
"13",3
"14",1
"15",1
"16",1
"17",5
"18",5
"19",3
"20",1
"21",1
"22",1
"23",5
"24",2
"25",1
"26",1
"27",5
"28",1
"29",1
"30",1
"31",4
"32",4
"33",3
"34",3
"35",1
"36",4
"37",1
"38",1
"39",3
"40",1
"41",5
"42",3
"43",3
"44",1
"45",4
"46",3
"47",2
"48",5
"49",1
"50",4
"51",1
"52",2
"53",4
"54",2
"55",5
"56",5
"57",1
"58",3
"59",1
"60",1
"61",1
"62",4
"63",5
"64",4
"65",3
"66",1
"67",3
"68",5
"69",3
"70",4
"71",1
"72",4
"73",1
"74",1
"75",4
"76",2
"77",5
"78",3
"79",4
"80",4
"81",5
"82",3
"83",4
"84",3
"85",1
"86",1
"87",1
"88",1
"89",3
"90",1
"91",4
"92",3
"93",5
"94",3
"95",3
"96",3
"97",2
"98",3
"99",1
"100",5
"101",1
"102",2
"103",2
"104",3
"105",4
"106",4
"107",3
"108",1
"109",4
"110",4
"111",2
"112",2
"113",3
"114",5
"115",3
"116",3
"117",3
"118",4
"119",4
"120",1
"121",5
"122",3
"123",1
"124",1
"125",5
"126",2
"127",2
"128",4
"129",5
"130",1
"131",3
"132",4
"133",5
"134",2
"135",1
"136",5
"137",1
"138",1
"139",2
"140",1
"141",2
"142",1
"143",5
"144",3
"145",3
"146",2
"147",5
"148",5
"149",3
"150",5
"151",3
"152",4
"153",1
"154",2
"155",3
"156",1
"157",1
"158",1
"159",1
"160",3
"161",3
"162",5
"163",1
"164",4
"165",3
"166",1
"167",3
"168",5
"169",2
"170",2
"171",4
"172",2
"173",1
"174",4
"175",1
"176",5
"177",2
"178",3
"179",1
"180",4
"181",3
"182",2
"183",1
"184",3
"185",4
